OTU,Kingdom,Phylum ,Class,Order,Family,Genus,Species
New.CleanUp.ReferenceOTU4873,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4875,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU4876,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2334,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU13254,Unassigned,,,,,,
New.CleanUp.ReferenceOTU20533,Bacteria,Firmicutes,Bacilli,Bacillales, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
New.CleanUp.ReferenceOTU14202,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU20539,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
New.CleanUp.ReferenceOTU21487,Unassigned,,,,,,
New.CleanUp.ReferenceOTU711,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Humibacillus,
New.CleanUp.ReferenceOTU12887,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,
New.CleanUp.ReferenceOTU14885,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14883,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU714,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,uncultured bacterium
New.CleanUp.ReferenceOTU715,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU717,Unassigned,,,,,,
New.CleanUp.ReferenceOTU17285,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU17286,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3060,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU3061,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU3065,Unassigned,,,,,,
New.CleanUp.ReferenceOTU3068,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU11934,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11936,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1740,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI, Ambiguous_taxa, Ambiguous_taxa
New.CleanUp.ReferenceOTU1519,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU4591,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
New.CleanUp.ReferenceOTU4590,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,Neochlamydia hartmannellae
New.CleanUp.ReferenceOTU4597,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4595,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group,uncultured bacterium
New.CleanUp.ReferenceOTU1510,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU1511,Bacteria,CPR2,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.,uncultured Clostridium sp.
New.CleanUp.ReferenceOTU1514,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1517,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU9748,Unassigned,,,,,,
New.CleanUp.ReferenceOTU18371,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18372,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18379,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU4048,Unassigned,,,,,,
New.CleanUp.ReferenceOTU4043,Unassigned,,,,,,
New.CleanUp.ReferenceOTU4047,Unassigned,,,,,,
New.CleanUp.ReferenceOTU4046,Unassigned,,,,,,
New.CleanUp.ReferenceOTU14717,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14710,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7580,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,
New.CleanUp.ReferenceOTU7582,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,
New.CleanUp.ReferenceOTU7585,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
New.CleanUp.ReferenceOTU3801,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3804,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Candidatus Cardinium,
New.CleanUp.ReferenceOTU3805,Bacteria,Actinobacteria,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,uncultured bacterium
New.CleanUp.ReferenceOTU24246,Unassigned,,,,,,
New.CleanUp.ReferenceOTU24247,Unassigned,,,,,,
New.CleanUp.ReferenceOTU24244,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU24249,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU6358,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU6353,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
New.CleanUp.ReferenceOTU6352,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6351,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6350,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
New.CleanUp.ReferenceOTU6355,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6354,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU10713,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU20940,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,
New.CleanUp.ReferenceOTU12719,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
New.CleanUp.ReferenceOTU12718,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12715,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6978,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6977,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU6971,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7006,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU7007,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7001,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7003,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU192,Bacteria,,,,,,
New.CleanUp.ReferenceOTU193,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU190,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,,
New.CleanUp.ReferenceOTU191,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU196,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,,
New.CleanUp.ReferenceOTU197,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,
New.CleanUp.ReferenceOTU194,Bacteria,Hydrogenedentes,,,,,
New.CleanUp.ReferenceOTU195,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU198,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,
New.CleanUp.ReferenceOTU199,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured bacterium
New.CleanUp.ReferenceOTU19189,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU444,Unassigned,,,,,,
New.CleanUp.ReferenceOTU445,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Caloramator,
New.CleanUp.ReferenceOTU446,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU447,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
New.CleanUp.ReferenceOTU440,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystis,uncultured bacterium
New.CleanUp.ReferenceOTU441,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU442,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera, Ambiguous_taxa
New.CleanUp.ReferenceOTU443,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,uncultured bacterium
New.CleanUp.ReferenceOTU448,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU449,Unassigned,,,,,,
New.CleanUp.ReferenceOTU2298,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3392,Bacteria,TM6 (Dependentiae),uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU3393,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU3395,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,
New.CleanUp.ReferenceOTU1891,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1893,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1892,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1897,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida
New.CleanUp.ReferenceOTU1896,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1899,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
New.CleanUp.ReferenceOTU2276,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2270,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2271,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU2278,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU16290,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
New.CleanUp.ReferenceOTU16293,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium, Ambiguous_taxa
New.CleanUp.ReferenceOTU12992,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU12998,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU3632,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU3630,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,
New.CleanUp.ReferenceOTU3636,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
New.CleanUp.ReferenceOTU3635,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU3634,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter sp. IGCAR-9/07
New.CleanUp.ReferenceOTU3639,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU8625,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU8623,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1709,Unassigned,,,,,,
New.CleanUp.ReferenceOTU6579,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1705,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,
New.CleanUp.ReferenceOTU1704,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus,
New.CleanUp.ReferenceOTU1706,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU608,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium sp. FSBRD3
New.CleanUp.ReferenceOTU609,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,uncultured bacterium
New.CleanUp.ReferenceOTU602,Bacteria,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,,
New.CleanUp.ReferenceOTU603,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. SBS
New.CleanUp.ReferenceOTU600,Unassigned,,,,,,
New.CleanUp.ReferenceOTU601,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU606,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,,
New.CleanUp.ReferenceOTU607,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU604,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. SBS
New.CleanUp.ReferenceOTU605,Unassigned,,,,,,
New.CleanUp.ReferenceOTU15671,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU4366,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11748,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus
New.CleanUp.ReferenceOTU11747,Bacteria,Saccharibacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU11745,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus thermoparaffinivorans
New.CleanUp.ReferenceOTU11741,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU7625,Unassigned,,,,,,
New.CleanUp.ReferenceOTU7623,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU7628,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU7629,Unassigned,,,,,,
New.CleanUp.ReferenceOTU23073,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU9283,Unassigned,,,,,,
New.CleanUp.ReferenceOTU9288,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU5705,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU5707,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas eucrenophila
New.CleanUp.ReferenceOTU5700,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas allosaccharophila
New.CleanUp.ReferenceOTU5703,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
New.CleanUp.ReferenceOTU5702,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
New.CleanUp.ReferenceOTU8862,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU18653,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,
New.CleanUp.ReferenceOTU18650,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU18651,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU22544,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU10903,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,
New.CleanUp.ReferenceOTU19687,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU12509,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia proteamaculans
New.CleanUp.ReferenceOTU9918,Unassigned,,,,,,
New.CleanUp.ReferenceOTU19530,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU19534,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU21764,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured,uncultured bacterium
New.CleanUp.ReferenceOTU21762,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU22893,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU1271,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,uncultured bacterium
New.CleanUp.ReferenceOTU1273,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU1275,Unassigned,,,,,,
New.CleanUp.ReferenceOTU1279,Bacteria,Parcubacteria,Candidatus Moranbacteria,uncultured bacterium,uncultured bacterium,uncultured bacterium,uncultured bacterium
New.CleanUp.ReferenceOTU22509,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU11502,Unassigned,,,,,,
New.CleanUp.ReferenceOTU11506,Unassigned,,,,,,
New.CleanUp.ReferenceOTU17838,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 1,uncultured bacterium
New.CleanUp.ReferenceOTU14022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,Serratia sp. SBS
New.CleanUp.ReferenceOTU14024,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,
New.CleanUp.ReferenceOTU15990,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium,uncultured bacterium
